,track_id,playlist_id
0,6f807x0ima9a1j3VPbc7VN,37i9dQZF1DXcZDD7cfEKhW
1,0r7CVbZTWZgbTCYdfa2P31,37i9dQZF1DXcZDD7cfEKhW
2,1z1Hg7Vb0AhHDiEmnDE79l,37i9dQZF1DXcZDD7cfEKhW
3,75FpbthrwQmzHlBJLuGdC7,37i9dQZF1DXcZDD7cfEKhW
4,1e8PAfcKUYoKkxPhrHqw4x,37i9dQZF1DXcZDD7cfEKhW
5,7fvUMiyapMsRRxr07cU8Ef,37i9dQZF1DXcZDD7cfEKhW
6,2OAylPUDDfwRGfe0lYqlCQ,37i9dQZF1DXcZDD7cfEKhW
7,6b1RNvAcJjQH73eZO4BLAB,37i9dQZF1DXcZDD7cfEKhW
8,7bF6tCO3gFb8INrEDcjNT5,37i9dQZF1DXcZDD7cfEKhW
9,1IXGILkPm0tOCNeq00kCPa,37i9dQZF1DXcZDD7cfEKhW
10,3eFJI470ALf1EYjywPRsJy,37i9dQZF1DXcZDD7cfEKhW
11,3iJeF2izF1QcpCgUc97BLl,37i9dQZF1DXcZDD7cfEKhW
12,6e0CvGZf7CouOpYF8toXHC,37i9dQZF1DXcZDD7cfEKhW
13,3eLdNmnRWr9gIyBcqTSSti,37i9dQZF1DXcZDD7cfEKhW
14,55nMnifaQWKe3f9cbwOXwx,37i9dQZF1DXcZDD7cfEKhW
15,1EJgymgJHcjSOGSHcYaxvW,37i9dQZF1DXcZDD7cfEKhW
16,5WaXMQMlQpq8pwIdaFP43L,37i9dQZF1DXcZDD7cfEKhW
17,3TjLsDgL0bTbSQIF6M5Ki8,37i9dQZF1DXcZDD7cfEKhW
18,0GfS3y8Jd7SHWd9R51s7Fo,37i9dQZF1DXcZDD7cfEKhW
19,2v3DuCVBbopteJqdM7aKQK,37i9dQZF1DXcZDD7cfEKhW
20,4QAUGy6k7c3IOAhgWz52r7,37i9dQZF1DXcZDD7cfEKhW
21,3Ciaf6WgvG95TGRGxQ1yO8,37i9dQZF1DXcZDD7cfEKhW
22,1mC2UjWt25Oixtqu7C6suL,37i9dQZF1DXcZDD7cfEKhW
23,2wenGTypSYHXl1sN1pNC7X,37i9dQZF1DXcZDD7cfEKhW
24,4sqABRRGU7CzcHXCyxUzFw,37i9dQZF1DXcZDD7cfEKhW
25,5dy3WUywjZcalTno1io8TQ,37i9dQZF1DXcZDD7cfEKhW
26,2M9GeaCQXrV12J0wzBxIwi,37i9dQZF1DXcZDD7cfEKhW
27,1zzOMDmkRZy0g9f4JTAZKn,37i9dQZF1DXcZDD7cfEKhW
28,4OFFY6L5ywYM1TwhXX69wQ,37i9dQZF1DXcZDD7cfEKhW
29,1hr5Y2i4NlE3LPvQZ9Q5Ao,37i9dQZF1DXcZDD7cfEKhW
30,1aT7vltGhkjyMI3F3aO3A4,37i9dQZF1DXcZDD7cfEKhW
31,4YaU1EjXIkdRdkOI4cCZys,37i9dQZF1DXcZDD7cfEKhW
32,0Fc9QSMX6fgEBgDjUax7t7,37i9dQZF1DXcZDD7cfEKhW
33,7AasLZ4TYgh7dbJXZxcZVE,37i9dQZF1DXcZDD7cfEKhW
34,7p4jpmyBnOpqQ3rSGJzZ7w,37i9dQZF1DXcZDD7cfEKhW
35,4sLtguRBis05qfsBgJ1IdN,37i9dQZF1DXcZDD7cfEKhW
36,508lUjbGcPrL0CfvHC7UvI,37i9dQZF1DXcZDD7cfEKhW
37,7FDaS1k08rwMoAThmzUkOZ,37i9dQZF1DXcZDD7cfEKhW
38,6m8SIT10j41SPpPFOknTmP,37i9dQZF1DXcZDD7cfEKhW
39,5Vwgf4MVO0vLv8fbxaGGiW,37i9dQZF1DXcZDD7cfEKhW
40,5scxjvcdozadBoRRN0UMaM,37i9dQZF1DXcZDD7cfEKhW
41,6oJ6le65B3SEqPwMRNXWjY,37i9dQZF1DXcZDD7cfEKhW
42,2tilX6FUl0IwFgiOYjuc6V,37i9dQZF1DXcZDD7cfEKhW
43,3yNZ5r3LKfdmjoS3gkhUCT,37i9dQZF1DXcZDD7cfEKhW
44,478QYNLw6dhTTx4oEkhBeq,37i9dQZF1DXcZDD7cfEKhW
45,3C4fzUgIP3ahkhOBdP38GM,37i9dQZF1DXcZDD7cfEKhW
46,2k4c9ZAlIYHyXiJ4i20FO7,37i9dQZF1DXcZDD7cfEKhW
47,79zGYOcAe2VmJsyQiJX31a,37i9dQZF1DXcZDD7cfEKhW
48,6B2NRQjtSOtqi67d72r5cx,37i9dQZF1DXcZDD7cfEKhW
49,08rBIlTMXlF5uEHobZglxv,37i9dQZF1DXcZDD7cfEKhW
50,1BmdqDrBU5eohtRwHBls6C,37i9dQZF1DXcZDD7cfEKhW
51,5rxKInBVj0QE87KenyDiLf,37i9dQZF1DXcZDD7cfEKhW
52,3kgKVcBpBGuSeaEC0AZGlb,37i9dQZF1DXcZDD7cfEKhW
53,5qCrT9lVmIGxqB8i6bb83P,37i9dQZF1DXcZDD7cfEKhW
54,3Lv3frZVXU7Q0JEFvLIzWW,37i9dQZF1DXcZDD7cfEKhW
55,2bZYJvVRN5EqIvAUFhUNls,37i9dQZF1DXcZDD7cfEKhW
56,3utdq3dPLVD4r7Vv9BnCAI,37i9dQZF1DXcZDD7cfEKhW
57,1ppOGANOzMT01Cxh9jx4hN,37i9dQZF1DXcZDD7cfEKhW
58,5Shjuje8PRcX7ueEVajrLH,37i9dQZF1DXcZDD7cfEKhW
59,6wKJjrWWP4qpzYbE8oQkc4,37i9dQZF1DXcZDD7cfEKhW
60,6EDH26ppl7R8oV4tGilCkS,37i9dQZF1DXcZDD7cfEKhW
61,4RaN7556EogBfF80klMEX2,37i9dQZF1DXcZDD7cfEKhW
62,1nwoWaqzB30bD4IPqRNuex,37i9dQZF1DXcZDD7cfEKhW
63,4fDBElPGDqZQ3rJorZTm2w,37i9dQZF1DXcZDD7cfEKhW
64,6AZ21kPj2a0INgf3uCviVu,37i9dQZF1DXcZDD7cfEKhW
65,3uXHSf9sSIpOJWuC1H8DiU,37i9dQZF1DXcZDD7cfEKhW
66,4Q9iBGT9b9CVTtDwsgQWnl,37i9dQZF1DXcZDD7cfEKhW
67,6LCsZ8ARrIq0n9nr6gM2ru,37i9dQZF1DXcZDD7cfEKhW
68,27F9FlipD657qYRQT3qxFm,37i9dQZF1DXcZDD7cfEKhW
69,6B9cqNooxIyPfr3P5EB8LA,37i9dQZF1DXcZDD7cfEKhW
70,05CwHjIk71RXVU40boRMnR,37i9dQZF1DWZQaaqNMbbXa
71,0qc4QlcCxVTGyShurEv1UU,37i9dQZF1DWZQaaqNMbbXa
72,5icOoE6VgqFKohjWWNp0Ac,37i9dQZF1DWZQaaqNMbbXa
73,6GIRtKNXokeu25nn7U6Hu8,37i9dQZF1DWZQaaqNMbbXa
74,4PkIDTPGedm0enzdvilLNd,37i9dQZF1DWZQaaqNMbbXa
75,5PYQUBXc7NYeI1obMKSJK0,37i9dQZF1DWZQaaqNMbbXa
76,4Gcv5SsxnQWpmOnUI19EJk,37i9dQZF1DWZQaaqNMbbXa
77,5YkmS18BehACOhIIeUqe6l,37i9dQZF1DWZQaaqNMbbXa
78,3vQhEd4lOg4mAV6CHCgoHW,37i9dQZF1DWZQaaqNMbbXa
79,6wo37KVqFJhtuxPTpLCcfe,37i9dQZF1DWZQaaqNMbbXa
80,3OTSBoYKO7HzGVj8Bu2OH9,37i9dQZF1DWZQaaqNMbbXa
81,4NSW0Km5ZG60L8FthUebPJ,37i9dQZF1DWZQaaqNMbbXa
82,1xK7enJZVdv37fnnxoZlPq,37i9dQZF1DWZQaaqNMbbXa
83,1z1XegUChLLQfcbtIK8ABn,37i9dQZF1DWZQaaqNMbbXa
84,6aoGtdWXBkYQ2O2wnyIz2x,37i9dQZF1DWZQaaqNMbbXa
85,5tAa8Uaqr4VvA3693mbIhU,37i9dQZF1DWZQaaqNMbbXa
86,18W92Zm1KjLCbUIszOhpkD,37i9dQZF1DWZQaaqNMbbXa
87,3D37T7euWvVJ45evRmriIh,37i9dQZF1DWZQaaqNMbbXa
88,3y3brCCecHC3Db18aIOnny,37i9dQZF1DWZQaaqNMbbXa
89,6XqvFyJGdUD5IWee02ARKU,37i9dQZF1DWZQaaqNMbbXa
90,575NJxNUVDqwJGdzBrlLbv,37i9dQZF1DWZQaaqNMbbXa
91,70YPzqSEwJvAIQ6nMs1cjY,37i9dQZF1DWZQaaqNMbbXa
92,7Ht0v0LWBCOEjmNQ0iMpNr,37i9dQZF1DWZQaaqNMbbXa
93,6nDKrPlXdpomGBgAlO7UdP,37i9dQZF1DWZQaaqNMbbXa
94,2b1BwUGGyKq0CoJd8G1B6M,37i9dQZF1DWZQaaqNMbbXa
95,09IStsImFySgyp0pIQdqAc,37i9dQZF1DWZQaaqNMbbXa
96,1lGVyEkGHUz7Pg78QGaS4a,37i9dQZF1DWZQaaqNMbbXa
97,6ksMjdec8b6C45TUawkAdu,37i9dQZF1DWZQaaqNMbbXa
98,1vsQb8n0icvMsFnL9663LM,37i9dQZF1DWZQaaqNMbbXa
99,6pooRNiLyYpxZeIA5kJ5EX,37i9dQZF1DWZQaaqNMbbXa
100,5WHTFyqSii0lmT9R21abT8,37i9dQZF1DWZQaaqNMbbXa
101,1pBO9JDqh1y3TbCKEO1OvG,37i9dQZF1DWZQaaqNMbbXa
102,1LjxmkW3xRQP2HzswhYyyc,37i9dQZF1DWZQaaqNMbbXa
103,7FCZhkhzEUVNUAlGauNKIe,37i9dQZF1DWZQaaqNMbbXa
104,2JoIjuzRplpYGvvLpSW2on,37i9dQZF1DWZQaaqNMbbXa
105,4PUWpNtDejQwwa80LjvxXl,37i9dQZF1DWZQaaqNMbbXa
106,1nufXiTCTTAeJfO9hLHvO8,37i9dQZF1DWZQaaqNMbbXa
107,1NDxZ7cFAo481dtYWdrUnR,37i9dQZF1DWZQaaqNMbbXa
108,1ahVFh0ViDZr8LvkEVlq3B,37i9dQZF1DWZQaaqNMbbXa
109,0Ev562zA4pmUsBqjxsxxdx,37i9dQZF1DWZQaaqNMbbXa
110,5l8AUgBTWuOECwVgYtaUyE,37i9dQZF1DWZQaaqNMbbXa
111,35MKhw2YBKApmD7fAnPERC,37i9dQZF1DWZQaaqNMbbXa
112,3Kuu5vASpXK8oRsxOvau6P,37i9dQZF1DWZQaaqNMbbXa
113,7KW3XQV5Or5CF57MYVj5h4,37i9dQZF1DWZQaaqNMbbXa
114,3M9Apu4OZfylLTFKvgEtKa,37i9dQZF1DWZQaaqNMbbXa
115,5N4erncE7kuUccm7zEmwzk,37i9dQZF1DWZQaaqNMbbXa
116,6QcrReLyoun4xrPVsZ5OJE,37i9dQZF1DWZQaaqNMbbXa
117,1kQhi22kyluRCnIPAXtxEZ,37i9dQZF1DWZQaaqNMbbXa
118,5cE201rNvIkryS8N1dJ5nR,37i9dQZF1DWZQaaqNMbbXa
119,4AkCyd9Nlbt8JprQq9V6o2,37i9dQZF1DWZQaaqNMbbXa
120,48GmVZwvkoVC5StfMLfNJE,37i9dQZF1DWZQaaqNMbbXa
121,01iyINEYgPQ7ThMZuHUsqS,37i9dQZF1DWZQaaqNMbbXa
122,6BwClo5W3VvTzJv8bvZXDD,37i9dQZF1DWZQaaqNMbbXa
123,108r6pnZHStBIktpyyps9w,37i9dQZF1DWZQaaqNMbbXa
124,24Hzd4FPhz0HPx9jhM9cap,37i9dQZF1DWZQaaqNMbbXa
125,4aTtHoSBB0CuQGA6vXBNyp,37i9dQZF1DWZQaaqNMbbXa
126,0gIZLyF3MWQVcspzrLWYod,37i9dQZF1DWZQaaqNMbbXa
127,6y1UtRcHQU07aUs3oxZ8Yn,37i9dQZF1DWZQaaqNMbbXa
128,54z0kLF0skj0Hdb9wCqPJt,37i9dQZF1DWZQaaqNMbbXa
129,6mPstbtzhyqKmwefY4eVWD,37i9dQZF1DWZQaaqNMbbXa
130,6uBhi9gBXWjanegOb2Phh0,37i9dQZF1DWZQaaqNMbbXa
